text,id,emotion
"With the new arrangement , customer responsibilities will become mainly regional .",275,neutral
"The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis .",276,neutral
"Following the registration , the number of issued and outstanding shares of Basware is 12,890,829 .",277,neutral
Here come the shorts marchin' in.  $GMCR.  Lovin' it!,278,negative
Grapevine city officials in September approved $ 35 million in tax rebates and grants for the expansion .,279,positive
Sponda plans to renovate old real estate and develop new property .,280,neutral
"We serve a broad range of customers , including construction and process industries , shipyards , the public sector and households .",281,neutral
"$KNDI Let's see some higher highs and higher lows rest of the day , slow and steady",282,positive
"Then , it said the contract was estimated to contribute more than EUR150m to its net sales in 2010 .",283,positive
Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),284,positive
"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .",285,positive
Finnish power company Fortum reports 89 % of its electricity was generated without carbon dioxide emissions in 2007 .,286,neutral
"`` The change will optimize the operational efficiencies of our growing business , '' said Julia Prohaska , director of marketing communications for Fiskars .",287,positive
`` The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe .,288,positive
"The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans .",289,neutral
Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India .,290,positive
Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland .,291,neutral
"( ADPnews ) - Dec 30 , 2009 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will furlough employee in its unit Reka Cables Ltd for less than 90 days , starting in January 2010 .",292,neutral
Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .,293,neutral
Olli-Pekka Laine has been appointed as the Chairman and Erkki Pehu-Lehtonen as the Vice Chairman of the Board .,294,neutral
Affecto has participated in the program for the development of the Norwegian pension system since 2007 .,295,neutral
"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway .",296,neutral
"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .",297,neutral
Danske Bank is Denmark 's largest bank with 3.5 million customers .,298,neutral
"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million .",299,neutral
Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,300,negative
"The most interesting export markets will be Russia , the Baltic countries and Scandinavia .",301,neutral
"Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights .",302,neutral
"- The Group -¦ s cumulative sales during the review period were EUR 48.2 million EUR 53.1 million , 1-9/2007 and profit before taxes was EUR 1.2 1.4 million .",303,neutral
Net sales of the Lehdentekijat unit was approximately EUR 14 million in 2007 and it had 70 employees .,304,neutral
$LSCC Accumulation chart continues to make new highs showing accumulation continuing to take place http://stks.co/aDpO,305,positive
"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania .",306,neutral
Sports equipment sales also progressed well owing to the prolonged winter season .,307,positive
"Also , Westpac is to issue a benchmark , 18 month FRN deal in Euros .",308,neutral
"It is the last smartphone running Maemo 5 , which is to be replaced with MeeGo , a joint project between Nokia , Intel and the open source community .",309,neutral
"He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels .",310,neutral
Hargreaves Lansdown share price falls as costs mount - although pensions ...,311,negative
"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",312,positive
"According to ACNielsen 's ScanTrack study for the period week 10 of 2005 to week 9 of 2006 , Coca-Cola is the market leader in soft drinks in Finland .",313,positive
"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",314,negative
"Because expenditures must be justified to pass budget approval hurdles , we believe our RoP model can help make it easier for IT and IT security practitioners to make the business case for acquiring enabling security technologies and related control activities .",315,neutral
"An  of the invention , released by the Patent Office , said : `` The chambers are pressurized .",316,neutral
"The mill 's raw material need will increase by 100,000 m3 of wood .",317,neutral
"Outotec , headquartered in Espoo , Finland , is a leading provider of process solutions , technologies and services for the mining and metallurgical industries .",318,neutral
"The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market .",319,neutral
$PCLN runs into the 50sma on the acquisition news,320,positive
"Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland .",321,positive
"Rinkuskiai 's beer sales fell by 6.5 per cent to 4.16 million litres , while Kauno Alus ' beer sales jumped by 6.9 per cent to 2.48 million litres .",322,neutral
Halonen 's office acknowledged receiving the letter but declined comment .,323,neutral
$OSUR up 33% since 6/25 buy signal. resistance 5.33 - expect 1. pullback 2nd half of day or 2. break abov 5.33 & continue rally for 4-5 days,324,positive
The combined capital of these funds is expected to be EUR 100mn-150mn .,325,neutral
Retailers Kingfisher and Sports Direct rise in Britain's share index,326,positive
Persimmon share price climbs on 23% rise in full-year revenue,327,positive
Tesco's Sales Pickup Isn't Enough,328,negative
$TRIP maintains Neutral rating at JP Morgan- PT cut $61 from $66,329,neutral
The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades .,330,neutral
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,331,neutral
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",332,positive
ITV to pursue takeover of Canada's Entertainment One: Bloomberg,333,positive
AstraZeneca weighing up Acerta bid to secure blood cancer drug,334,positive
News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,335,positive
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,336,positive
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,337,positive
Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,338,positive
"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",339,neutral
An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .,340,neutral
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",341,negative
"Only L+ñnnen Tehtaat showed a loss , but it has only recently started streamlining measures .",342,neutral
Operating profit margin increased from 11.2 % to 11.7 % .,343,positive
Odell has not contacted the State of Finland in this issue .,344,neutral
"Under a preliminary estimation , the technology park will measure about 50,000 square meters .",345,neutral
The company plans to spend the proceeds from the rights offering for strengthening its balance sheet .,346,neutral
